"SiteID","Site","SITEID_Legacy","SITEID_New","Site_Name","FISH_SiteType","AQIN_SiteType","STREAM","SHARED_SITE","SiteID2","OLD_AQIN_SITEID","InPark","HUC8","REACH_CODE","County","Quad_map","Watershed","Aspect_deg","Slope_deg","Elev_m","EstVError","Geol_form","Geol_category","Lat_n83","Lon_n83","UTMX_E","UTMY_N","UTMX_E_end","UTMY_N_end","UtmZone","Datum","EstHError","AccCategory","AccNotes","GPS_DATE","Notes","Location_Description","Lower_Tag_Tree","Upper_Tag_Tree","Access_From","ParkCode","LastEdit_by","LastEdit_date","LocationID","ModifiedDate","LastUpdate","MaxWidth_m","MaxDepth_m","Current_Year"
"2F074",56,"2F074","2F074","Staunton River","Primary","Secondary","Staunton River","","","2F074",TRUE,"02080103",2080103000455,"Madison","Fletcher","Rapidan River",112,9,461,10,2,10,38.45616108,-78.38047638,728573.4801,4259679.859,728523.4804,4259729.859,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This site is just inside the riparian loss area.  When it was sampled for macroinvertebrates prior to the flood, it had about 99% canopy cover. To sample it now, there would be no canopy found. (Sampled once.)","","","","","SHEN","","",NA,"","",7.77622366,0.388930231,FALSE
"2F075",57,"2F075","2F075","Staunton River","Primary","Secondary","Staunton River","","","2F075",TRUE,"02080103",2080103000455,"Madison","Fletcher","Rapidan River",12,4,620,10,2,10,38.45859056,-78.39872196,726973.5443,4259904.351,726864.5441,4259879.35,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This site kept most of its canopy during the blood, but when the samples were taken it had 99% canopy.  This site has a fairly even mix of pools and riffles.  (Sampled once.)","","","","","SHEN","","",NA,"","",5.750295639,0.432679743,FALSE
"2F076",58,"2F076","2F076","Staunton River","Primary","Secondary","Staunton River","","","2F076",TRUE,"02080103",2080103000455,"Madison","Fletcher","Rapidan River",127,12,750,10,2,10,38.46264641,-78.4099598,725980.1727,4260326.845,725930.1735,4260426.845,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This is a high gradient site with about 85% cover.  There is a large bedrock waterfall in the middle with no canopy, but the rest is well shaded.  (Sampled once.)","","","","","SHEN","","",NA,"","",4.930141926,0.398875505,FALSE
"2F089",59,"2F089","2F089","Hazel River","Inactive",NA,"Hazel River","","","",TRUE,"02080103",2080103000160,"Rappahannock","Thornton Gap","Hazel River",208,5,410,10,NA,NA,38.625201,-78.26830217,737805.4283,4278726.258,737724.0531,4278773.757,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",6.345454693,0.5,FALSE
"2F090",60,"2F090","2F090","Hazel River","Secondary","Primary","Hazel River","2L302","Y","2L302",TRUE,"02080103",2080103000160,"Rappahannock","Thornton Gap","Hazel River",350,3,667,10,NA,NA,38.63056516,-78.29403047,735547.7363,4279255.23,735466.9863,4279192.23,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This is the top AQIN site (Old 2L302) on the Hazel, it is shared with fish site 2F090.  It was in a mixed Hemlock forest but many of the hemlocks are now dead.  This site probably has the most consistent late season flow of all of the original LTEMS sites.  It is a little hard to get 3 PIBS samples in, but is usually doable. This watershed burned in the Pinnacles/Old Rag fires. (Sampled yearly.)","","","","","SHEN","","",NA,"","",4.984262466,0.299644023,FALSE
"2F091",61,"2F091","2F091","Rapidan River","Inactive",NA,"Rapidan River","","","",TRUE,"02080103",2080103000302,"Madison","Fletcher","Rapidan River",61,8,480,10,NA,NA,38.46694953,-78.38284698,728332.5515,4260871.356,728291.1769,4260928.356,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",8.909090996,0.5,FALSE
"2F092",62,"2F092","2F092","Rapidan River","Inactive",NA,"Rapidan River","","","",TRUE,"02080103",2080103000302,"Madison","Madison","Rapidan River",152,14,342,10,NA,NA,38.45341816,-78.36824823,729649.3531,4259405.865,729673.2913,4259502.865,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",9.93636322,0.5,FALSE
"2F093",63,"2F093","2F093","Rapidan River","Primary","Primary","Rapidan River","","","2F093",TRUE,"02080103",2080103000301,"Madison","Madison","Rapidan River",223,5,285,10,5,5,38.44122244,-78.36781801,729725.5933,4258053.368,729615.8434,4258074.868,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This is the lower fish site on the Rapidan.  It was blown out in the flood of June 1995.  There is no canopy yet and the stream is moving a lot to clean itself out.  This was in a huge depositional area but is near or in the old stream channel.  The riffles are pretty deep but very good to sample.  It has long runs but really not much pool. (Sampled yearly.)","","","","","SHEN","","",NA,"","",10.79424953,0.444078267,FALSE
"2F095",64,"2F095","2F095","Pass Run","Primary",NA,"Pass Run","","","",TRUE,"02070005",2070005001437,"Page","Thornton Gap","Pass Run",263,6,382,10,NA,7,38.65427741,-78.35781651,729918.5953,4281725.14,729981.7832,4281645.642,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",6.319281101,0.392021269,FALSE
"2F096",65,"2F096","2F096","Pass Run","Inactive","Secondary","Pass Run","","","2F096",TRUE,"02070005",2070005001441,"Page","Thornton Gap","Pass Run",199,3,407,10,6,7,38.65154742,-78.35223668,730412.9721,4281436.149,730519.4723,4281438.151,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This is the upper fish site on Pass Run.  It is heavily impacted by Rt. 211 and private land above it.  The canopy was about 95%, now with hemlock die-off  I'm not sure what it will be.  (Sampled once.)","","","","","SHEN","","",NA,"","",5.979545593,0.381064653,FALSE
"2F110",66,"2F110","2F110","Little Hawhksbill Creek","Secondary","Secondary","Little Hawksbill Creek","","","2F110",TRUE,"02070005",2070005000304,"Page","Big Meadows","Little Hawksbill Creek",258,4,506,10,5,16,38.54889698,-78.43195855,723793.1869,4269845.749,723880.2496,4269804.75,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","Site is at the boundary and is the lowest fish site, 90-100% canopy.  (Sampled once.)","","","","","SHEN","","",NA,"","",3.907246351,0.279709548,FALSE
"2F111",67,"2F111","2F111","Little Hawhksbill Creek","Inactive",NA,"Little Hawksbill Creek","","","",TRUE,"02070005",2070005000304,"Page","Big Meadows","Little Hawksbill Creek",302,2,545,10,NA,NA,38.54576367,-78.42836288,724116.3132,4269506.756,724149.9386,4269413.758,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",3.345833302,0.5,FALSE
"2F112",68,"2F112","2F112","Little Hawhksbill Creek","Inactive",NA,"Little Hawksbill Creek","","","",TRUE,"02070005",2070005000304,"Page","Big Meadows","Little Hawksbill Creek",293,22,586,10,NA,NA,38.54307844,-78.42568583,724358.0018,4269215.262,724366.5022,4269124.764,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",2.799999952,0.5,FALSE
"2F113_1",69,"2F113_1","2F113_1","Naked Creek, W.Branch  (Pre 1996)","Inactive",NA,"Naked Creek, W. Branch","","","",TRUE,"02070005",2070005002024,"Page","Elkton East","Naked Creek",147,6,475,10,NA,14,38.48609018,-78.50136031,717933.6915,4262708.305,NA,NA,"17N","NAD83",NA,0,"Trimble-GPS-Dan-2","Pre-2000","Pre 1996 Hurricane Fran filled site with cobble.  Site moved upstream 300m.

This stream was blown out in Hurricane Fran.  As far as I know, it was the only stream to loose all of its canopy due to that storm event.  The transect had to be moved up from the original boundary area since the original transect was dry and in a cobble deposition area.  The new transect which was sampled this past summer for fish is about 300 meters above the Park boundary.  The site has one long pool and the rest is riffle.","","","","","SHEN","","",NA,"","",4.943478107,0.5,FALSE
"2F114",70,"2F114","2F114","Naked Creek, W.B.","Inactive",NA,"Naked Creek, W. Branch","","","",TRUE,"02070005",2070005002024,"Page","Fletcher","Naked Creek",69,0,528,10,NA,NA,38.49635166,-78.49982962,718036.2685,4263850.807,718002.7681,4263912.806,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",3.827272654,0.5,FALSE
"2F115",71,"2F115","2F115","Naked Creek, W.B.","Inactive",NA,"Naked Creek, W. Branch","","","",TRUE,"02070005",2070005001960,"Page","Big Meadows","Naked Creek",207,1,583,10,NA,NA,38.50061234,-78.48925194,718945.9593,4264348.81,719045.4593,4264338.31,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",4.033333302,0.5,FALSE
"2F119",72,"2F119","2F119","East Hawksbill Creek","Secondary","Secondary","East Hawksbill Creek","","","2F119",TRUE,"02070005",2070005000199,"Page","Big Meadows","East Hawksbill Creek",256,3,523,10,NA,16,38.57452268,-78.40386251,726161.6158,4272758.724,726211.616,4272708.725,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",5.315783024,0.317170173,FALSE
"2F120",73,"2F120","2F120","East Hawksbill Creek","Inactive",NA,"East Hawksbill Creek","","","",TRUE,"02070005",2070005000199,"Page","Big Meadows","East Hawksbill Creek",17,9,591,10,NA,NA,38.5698534,-78.39788204,726697.3678,4272255.235,726721.3054,4272211.236,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",3.566666603,0.5,FALSE
"2F121",74,"2F121","2F121","East Hawksbill Creek","Inactive",NA,"East Hawksbill Creek","","","",TRUE,"02070005",2070005000199,"Page","Big Meadows","East Hawksbill Creek",5,15,640,10,NA,NA,38.56634023,-78.39548193,726917.5566,4271871.242,726967.5568,4271821.243,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",2.981818199,0.5,FALSE
"2F122",75,"2F122","2F122","Fultz Run","Secondary","Secondary","Fultz Run","","","2F122",TRUE,"02070005",2070005000207,"Page","Stanley","Fultz Run",153,3,398,10,1,11,38.50134461,-78.55947952,712818.8611,4264265.228,712864.1125,4264286.229,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","Fultz Run is a small stream compared to most of our brook trout waters.  The Park has acquired more land from Lukins Steel and there is more water in the new section.  This stream almost dries up in a normal summer and was probably bone dry this past summer and fall.  There are a few pools but it is mainly a riffle.  (Sampled once.)","","","","","SHEN","","",NA,"","",3.853508711,0.281671375,FALSE
"2F129",76,"2F129","2F129","Naked Creek, E.B.","Inactive",NA,"Naked Creek, E. Branch","","","",TRUE,"02070005",2070005000156,"Page","Fletcher","Naked Creek",168,2,584,10,NA,NA,38.4800384,-78.47504303,720247.8767,4262099.316,720276.377,4262140.317,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",5.875,0.5,FALSE
"2F130",77,"2F130","2F130","Naked Creek, E.B.","Inactive",NA,"Naked Creek, E. Branch","","","",TRUE,"02070005",2070005000156,"Page","Fletcher","Naked Creek",306,13,671,10,NA,NA,38.48861124,-78.46606192,721005.1972,4263072.32,721023.9481,4263170.32,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",6.104545593,0.5,FALSE
"2F131",78,"2F131","2F131","Dry Run, N.F.","Primary","Primary","Dry Run, N. Fork","2L308","Y","2L308",TRUE,"02070005",2070005001516,"Page","Thornton Gap","North Fork Dry Run",331,18,493,10,NA,10,38.63293738,-78.35798738,729971.9765,4279356.171,729904.7891,4279270.671,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This site is located directly above one of UVA's SWAS sites.  The entire drainage has been studied as Shaver's Hollow SWAS watershed.  This site was scoured harshly by Hurricane Fran (Sept. 1996).   The site now has deeper pools and riffles due to this event.  This watershed burned in the Pinnacles/Old Rag fires.   (AQIN  - Sampled yearly.)","","","","","SHEN","","",NA,"","",4.554106712,0.283425957,FALSE
"2F134",79,"2F134","2F134","Rapidan River","Inactive",NA,"Rapidan River","","","",TRUE,"02080103",2080103000302,"Madison","Madison","Rapidan River",203,2,311,10,NA,NA,38.44768973,-78.36512891,729939.7861,4258777.868,729833.2238,4258811.367,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",4,0.5,FALSE
"2F135",80,"2F135","2F135","Rapidan River","Primary",NA,"Rapidan River","","","",TRUE,"02080103",2080103000302,"Madison","Madison","Rapidan River",58,4,412,10,NA,10,38.46340496,-78.36741159,729690.6736,4260516.364,729622.7363,4260535.863,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",7.83376646,0.541666687,FALSE
"2F136",81,"2F136","2F136","Rapidan River","Inactive",NA,"Rapidan River","","","",TRUE,"02080103",2080103000302,"Madison","Fletcher","Rapidan River",72,10,744,10,NA,NA,38.49042678,-78.41822472,725172.4472,4263389.838,725060.6348,4263389.837,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",9.800000191,0.5,FALSE
"2F139",82,"2F139","2F139","Hazel River","Inactive",NA,"Hazel River","","","",TRUE,"02080103",2080103002938,"Rappahannock","Thornton Gap","Hazel River",11,5,651,10,NA,NA,38.62599796,-78.29464371,735509.2996,4278746.735,735418.612,4278752.234,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",4.596774101,0.265757591,FALSE
"2F140",83,"2F140","2F140","Dry Run, S.F.","Secondary","Secondary","Dry Run, S. Fork","","","2F140",TRUE,"02070005",2070005001554,"Page","Big Meadows","South Fork Dry Run",346,2,509,10,NA,16,38.61594819,-78.37935174,728165.9164,4277417.178,728212.1666,4277363.679,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",4.45437479,0.279290318,FALSE
"2FVA4",84,"2FVA4","2FVA4","Rapidan River","Primary",NA,"Rapidan River","","","",TRUE,"02080103",2080103000302,"Madison","Fletcher","Rapidan River",270,5,507,10,NA,10,38.47094363,-78.38236151,728362.3048,4261315.856,728313.4304,4261389.855,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",8.714525223,0.482829124,FALSE
"2FVA5",85,"2FVA5","2FVA5","Rapidan River","Primary","Primary","Rapidan River","","","2FVA5",TRUE,"02080103",2080103000302,"Madison","Fletcher","Rapidan River",53,11,678,10,5,7,38.48712671,-78.40670215,726187.8815,4263051.843,726129.3821,4263123.343,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This site is just below Camp Hoover at the Park boundary with the Rapidan WMA.  I has a medium grade and a even match of pools and riffle.  The hemlock over story is just about all dead from just below this point to above Camp Hoover.  Many of the trees are falling in the stream and may cause increased bank erosion in the near future.  Yellow and black birch and Mountain Laurel are the only close shade in the transect. (Sampled yearly.)","","","","","SHEN","","",NA,"","",7.286611557,0.364526629,FALSE
"3F018",86,"3F018","3F018","Ivy Creek","Inactive",NA,"Ivy Creek","","","3F018",TRUE,"02080204",2080204003258,"Greene","McGaheysville","Lynch River",48,13,498,10,5,6,38.27960208,-78.64067562,706367.127,4239471.215,706217.1243,4239521.214,"17N","NAD83",0,4,"Trimble-GPS-Dan-2","Pre-2000","This site is the lower of the original three fish sites (we are no longer sampling fish here).  The stream here is fairly large with large boulders and some bedrock.  It is in a rich cove hardwood forest and it's fauna should be rich as well.  The canopy is about 90-95%.  There are no trails in this drainage.  (Sampled once.)","","","","","SHEN","","",NA,"","",5.375,0.5,FALSE
"3F019",87,"3F019","3F019","Ivy Creek","Secondary","Secondary","Ivy Creek","","","",TRUE,"02080204",2080204003258,"Greene","McGaheysville","Lynch River",80,11,627,10,5,6,38.28326931,-78.65347208,705237.3569,4239849.706,705213.981,4239701.706,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",3.557142735,0.301917106,FALSE
"3F020",88,"3F020","3F020","Ivy Creek","Secondary","Secondary","Ivy Creek","","","3F020",TRUE,"02080204",2080204003258,"Greene","McGaheysville","Lynch River",245,13,682,10,5,6,38.27764076,-78.65475433,705141.0407,4239222.208,705170.9784,4239127.208,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This is the upper fish site in the Ivy Creek drainage and the oaks were hit hard by gypsy moth induced mortality.  There is a lot of Mountain Laurel from just below this site to the top of the drainage, which makes the bush-whack out quite difficult. The springs at the top of Ivy Creek are used as the water source for Loft Mt. campground and wayside, while the effluent goes into the Eppert Hollow drainage on the west side of the mountain. There are no trails in this drainage.  (Sampled once.)","","","","","SHEN","","",NA,"","",4.163636208,0.258333325,FALSE
"3F023",89,"3F023","3F023","Big Run","Secondary",NA,"Big Run","","","",TRUE,"02070005",2070005003934,"Rockingham","McGaheysville","Big Run",31,5,446,10,NA,NA,38.27217913,-78.69905732,701280.4049,4238518.684,701242.0916,4238436.185,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",6.117442131,0.375714272,FALSE
"3F025",90,"3F025","3F025","Madison Run","Secondary","Primary","Madison Run","","","3F025",TRUE,"02070005",2070005000336,"Rockingham","Grottoes","Madison Run",224,1,429,10,2,8,38.25485195,-78.75842689,696132.8927,4236468.164,696212.6423,4236418.665,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This stream is sampled every year in the low ANC suite but it has Catoctin green stone in the drainage which probably neutralizes most of the acid. This stream gets extremely dry in late summer but has good canopy cover.  White Oak Run (a tributary to Madison Run) is solely in the Weaverton and Hampton formations.  (Sampled yearly.)","","","","","SHEN","","",NA,"","",6.741499901,0.339901596,FALSE
"3F026",91,"3F026","3F026","Madison Run","Inactive",NA,"Madison Run","","","",TRUE,"02070005",2070005000336,"Rockingham","McGaheysville","Madison Run",246,2,444,10,NA,NA,38.25204021,-78.74829114,697027.4535,4236177.67,697114.6425,4236124.171,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",3.779999971,0.5,FALSE
"3F041",92,"3F041","3F041","Swift Run","Secondary","Secondary","Swift Run","","","3F041",TRUE,"02080204",2080204000397,"Greene","Swift Run Gap","Swift Run",50,3,408,10,2,16,38.34211386,-78.5112756,717500.2764,4246705.794,717450.4629,4246710.293,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This site has been sampled once for aquatic macroinvertebrates.  It is about 70% canopied and has a power line running down part of it.  Swift Run has State Route 33, a power line, and a gas line running the full length of the drainage.  (Sampled once.)","","","","","SHEN","","",NA,"","",5.226250172,0.330905259,FALSE
"3F043",93,"3F043","3F043","Swift Run","Secondary","Secondary","Swift Run","","","3F043",TRUE,"02080204",2080204000399,"Greene","Swift Run Gap","Swift Run",168,6,532,10,2,16,38.3489521,-78.53341421,715544.9267,4247412.776,715444.5498,4247462.275,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This site has been sampled once for aquatic macroinvertebrates.  It is 95% canopied and has a good mix of pools and riffles.  (Sampled once.)","","","","","SHEN","","",NA,"","",4.20357132,0.304607838,FALSE
"3F044",94,"3F044","3F044","Moormans River, N.F.","Primary","Primary","Moormans River, N. Fork","","","3F044",TRUE,"02080204",2080204000635,"Albemarle","Browns Cove","Moormans River",206,5,498,10,3,6,38.18288034,-78.73809475,698107.306,4228524.31,698080.242,4228623.308,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This is the upper fish site and has most of its original canopy intact though a percentage for the whole thing would run about 80-85%.  It has good pools and riffles and was not scoured too much by the June 1995 flood.  (Sampled yearly.)","","","","","SHEN","","",NA,"","",8.038762093,0.352365464,FALSE
"3F045",95,"3F045","3F045","Moormans River, N.F.","Primary",NA,"Moormans River, N. Fork","","","",TRUE,"02080204",2080204001728,"Albemarle","Browns Cove","Moormans River",248,7,418,10,NA,6,38.16422908,-78.74400623,697639.8857,4226441.843,697606.6965,4226549.841,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",7.077272892,0.384365797,FALSE
"3F078",96,"3F078","3F078","Big Branch","Inactive",NA,"Big Branch","","","",TRUE,"02080204",2080204000636,"Albemarle","Browns Cove","Moormans River",59,6,438,10,NA,NA,38.1657424,-78.74538773,697514.7571,4226606.84,697419.5679,4226637.338,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",5.172727108,0.5,FALSE
"3F079",97,"3F079","3F079","Big Branch","Secondary",NA,"Big Branch","","","",TRUE,"02080204",2080204000636,"Albemarle","Browns Cove","Moormans River",156,21,475,10,NA,NA,38.16648405,-78.74717468,697356.1915,4226685.337,697289.1278,4226702.836,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",4.860769272,0.295185179,FALSE
"3F080",98,"3F080","3F080","Big Branch","Inactive",NA,"Big Branch","","","",TRUE,"02080204",2080204000636,"Albemarle","Crimora","Moormans River",81,16,553,10,NA,NA,38.17057308,-78.75413137,696735.6858,4227124.325,696686.8735,4227135.324,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",5.677272797,0.5,FALSE
"3F084",99,"3F084","3F084","Moormans River, N.F.","Primary","Primary","Moormans River, N. Fork","","","3F084",TRUE,"02080204",2080204000450,"Albemarle","Browns Cove","Moormans River",231,11,338,10,3,6,38.14793491,-78.74880152,697263.6518,4224623.373,697335.9017,4224708.872,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This is the lower of the fish sites on the N.F. Moormans and has been devoid of riparian cover since June 27, 1995.  Temperatures from data loggers in place last summer approached 32 degrees Celsius.  This transect used to be two very long pools along a bedrock cliff but boulder and cobble debris has built up along most of the cliff and it looks like it will take many years before the stream runs totally along the cliff again.  (Sampled yearly.)","","","","","SHEN","","",NA,"","",8.308438301,0.393248618,FALSE
"3F085",100,"3F085","3F085","Moormans River, N.F.","Inactive",NA,"Moormans River, N. Fork","","","",TRUE,"02080204",2080204000635,"Albemarle","Browns Cove","Moormans River",94,6,478,10,NA,NA,38.17522904,-78.73990728,697969.2512,4227671.324,697962.8131,4227720.823,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","","","","","","SHEN","","",NA,"","",8.505000114,0.5,FALSE
"3F086",101,"3F086","3F086","Doyles River","Inactive",NA,"Doyles River","","","",TRUE,"02080204",2080204000118,"Albemarle","Browns Cove","Doyles River",111,3,372,10,NA,NA,38.22274066,-78.68661759,702505.9519,4233059.258,702452.2628,4233140.256,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",6.454545498,0.5,FALSE
"3F087",102,"3F087","3F087","Doyles River","Secondary","Secondary","Doyles River","","","3F087",TRUE,"02080204",2080204000118,"Albemarle","Browns Cove","Doyles River",206,4,435,10,3,6,38.22962603,-78.69308798,701920.4351,4233809.241,701862.621,4233882.739,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","NPS reintroduced brook trout to this drainage in 1984 or 85 I (think) from the N.F. Moormans River.  Trails influence the stream but it is a really productive stream with lots of deep pools and deep riffles and runs. (Sampled once.)","","","","","SHEN","","",NA,"","",6.047727108,0.331562489,FALSE
"3F101",103,"3F101","3F101","Big Run","Secondary","Secondary","Big Run","","","3F101",TRUE,"02070005",2070005004057,"Rockingham","McGaheysville","Big Run",314,9,500,10,4,6,38.2609115,-78.7020608,701048.7119,4237261.689,701026.5864,4237178.189,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","Basically located at the base of the high gradient coming off the mountain.  The rest of the stream to the boundary is fairly low gradient.  The substrate is nice and cobbly, whereas lower in the watershed there is much exposed bedrock.  The oaks in this section died and it has a good shrub layer coming in.  (Sampled once.)","","","","","SHEN","","",NA,"","",4.944029808,0.261245549,FALSE
"3F102",104,"3F102","3F102","Two Mile Run","Inactive",NA,"Twomile Run","","","",TRUE,"02070005",2070005000329,"Rockingham","McGaheysville","Twomile Run",233,5,396,10,NA,NA,38.32965405,-78.66782602,703851.7808,4244965.676,703895.6566,4244897.677,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",4.431847095,0.300515473,FALSE
"3F103",105,"3F103","3F103","Two Mile Run","Primary","Primary","Twomile Run","3L303","Y","3L303",TRUE,"02070005",2070005000329,"Rockingham","McGaheysville","Twomile Run",253,3,371,10,NA,1,38.33422009,-78.67156204,703512.3997,4245464.171,703579.151,4245391.172,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This is a low ANC stream and the site has 90% tree cover.  This site is in a high visitor use area.  Most of the use is for swimming at the ""Bathtub"" 50 meters above the top of the site.  There is one large hole along a cliff in the transect and a few smaller ones.  The riffles are mostly slow and shallow unless there is a really good springtime flow (most of the time there isn't).  (AQIN Sampled yearly.)","","","","","SHEN","","",NA,"","",5.066595078,0.325532973,FALSE
"3F107",106,"3F107","3F107","Meadow Run","Primary","Primary","Meadow Run","","","3F107",TRUE,"02070005",2070005000583,"Augusta","Crimora","Meadow Run",254,2,449,10,1,1,38.15893016,-78.81183524,691710.8022,4225711.307,691780.1144,4225696.807,"17N","NAD83",0,1,"Trimble-GPS-Dan-2","Pre-2000","This site is one of our low ANC streams.  We have lost blacknosed dace out of Meadow Run in the last 7 years.  This is the lowest fish site on this stream and only has about 60% canopy cover.  Annual pH samples for fish work have been around 4.8 for the last 4 years.  The site itself is on a cobble depositional area after the snowmelt of 1996.  It is slowly working itself back into a single channel but it is a slow process.  The spring algae bloom in Meadow, Sawmill, Lower Lewis and a couple of our other low ANC streams is phenomenal.  (Sampled yearly.)","","","","","SHEN","","",NA,"","",6.402531624,0.29688412,FALSE
"3F108",107,"3F108","3F108","Meadow Run","Inactive",NA,"Meadow Run","","","",TRUE,"02070005",2070005000583,"Augusta","Crimora","Meadow Run",294,9,478,10,NA,NA,38.160223,-78.80313581,692469.6696,4225872.81,692543.9183,4225931.31,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","","","","","","SHEN","","",NA,"","",4.658333302,0.5,FALSE
"3F109",108,"3F109","3F109","Meadow Run","Primary","Primary","Meadow Run","","","3F109",TRUE,"02070005",2070005000583,"Augusta","Crimora","Meadow Run",247,11,511,10,1,1,38.16534387,-78.79606489,693075.7203,4226455.806,693146.4065,4226513.306,"17N","NAD83",0,1,"Trimble-GPS-Dan-1","Pre-2000","This site is one of our low ANC streams.  This is the upper of our fish sites on Meadow Run and was burned in 1990???, 1998, and 1999.  The Shop Run fire (1999) got down to the stream at the site.  The noticeable thing about fires in the drainages is; when they use the streams as firebreaks, all the woody debris is cut out of the stream and the dead trees along the banks are felled. So for a couple of years after the fire, there would be no large woody debris input.  This site has a large tributary coming in, in the middle of the site.  Generally the third PIBS sample is from above the tributary.  The canopy is about 90% on this reach.  (Sampled yearly.)","","","","","SHEN","","",NA,"","",5.069180489,0.318229705,FALSE
