SiteVisit_ID,SiteID,Year,Month,Day,Species_Code,AGE,Errors,Removal_Passes,Pass1,Pass2,Pass3,Pass4,Pass5,Pass6,Pass7,Pass8,Pass9,MLE_loops,Total_Catch,Pop_Est,Capture_Prob,Pop_Est_VAR,Pop_Est_SE,Capture_Prob_VAR,Capture_Prob_SE,T-Value,Pop_Est_CI_Lower,Pop_Est_CI_Upper,Capture_Prob_CI_Lower,Capture_Prob_CI_Upper,Chi_Square,Current,UserCriteria,RunDateTime
1993-08-17_F_2F037,F_2F037,1993,8,17,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-17_F_2F037,F_2F037,1993,8,17,BKT,All,Invalid Dataset,1,37,NA,NA,NA,NA,NA,NA,NA,NA,0,37,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-17_F_2F037,F_2F037,1993,8,17,LGD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-17_F_2F037,F_2F037,1993,8,17,MTS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-17_F_2F037,F_2F037,1993,8,17,RRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-17_F_2F037,F_2F037,1993,8,17,RYD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,BKT,All,Invalid Dataset,1,32,NA,NA,NA,NA,NA,NA,NA,NA,0,32,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,LGD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,MTS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,RRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,RYD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,TED,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F030,F_1F030,1993,8,18,WHS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,AME,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,BKT,All,Invalid Dataset,1,50,NA,NA,NA,NA,NA,NA,NA,NA,0,50,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,LGD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,MTS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,RRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,RYD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,TED,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-18_F_1F031,F_1F031,1993,8,18,WHS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F003_1,F_1F003_1,1993,8,19,AME,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F003_1,F_1F003_1,1993,8,19,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F003_1,F_1F003_1,1993,8,19,BKT,All,Invalid Dataset,1,69,NA,NA,NA,NA,NA,NA,NA,NA,0,69,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F003_1,F_1F003_1,1993,8,19,CRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F003_1,F_1F003_1,1993,8,19,LGD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F003_1,F_1F003_1,1993,8,19,MTS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F004,F_1F004,1993,8,19,AME,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F004,F_1F004,1993,8,19,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F004,F_1F004,1993,8,19,BKT,All,Invalid Dataset,1,99,NA,NA,NA,NA,NA,NA,NA,NA,0,99,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F004,F_1F004,1993,8,19,CRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F004,F_1F004,1993,8,19,LGD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-19_F_1F004,F_1F004,1993,8,19,MTS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-23_F_1F137,F_1F137,1993,8,23,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-23_F_1F137,F_1F137,1993,8,23,BKT,All,Invalid Dataset,1,175,NA,NA,NA,NA,NA,NA,NA,NA,0,175,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-23_F_1F137,F_1F137,1993,8,23,LGD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-23_F_1F137,F_1F137,1993,8,23,MTS,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-23_F_1F138,F_1F138,1993,8,23,BKT,All,Invalid Dataset,1,204,NA,NA,NA,NA,NA,NA,NA,NA,0,204,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F001,F_1F001,1993,8,24,BHC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F001,F_1F001,1993,8,24,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F001,F_1F001,1993,8,24,BKT,All,Invalid Dataset,1,52,NA,NA,NA,NA,NA,NA,NA,NA,0,52,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F001,F_1F001,1993,8,24,RRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F133,F_1F133,1993,8,24,BHC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F133,F_1F133,1993,8,24,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F133,F_1F133,1993,8,24,BKT,All,Invalid Dataset,1,87,NA,NA,NA,NA,NA,NA,NA,NA,0,87,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1993-08-24_F_1F133,F_1F133,1993,8,24,RRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-13_F_1F006,F_1F006,1994,6,13,BKD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-13_F_1F006,F_1F006,1994,6,13,BKT,All,NA,3,34,13,9,NA,NA,NA,NA,NA,NA,6,56,61,0.549019608,18.59913658,4.312671629,0.007407873,0.086068999,1.960000038,52.54716361,69.45283639,0.38032437,0.717714846,1.010358013,FALSE,NA,11/7/2012
1994-06-13_F_1F006,F_1F006,1994,6,13,FAD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-13_F_1F006,F_1F006,1994,6,13,LGD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-13_F_1F006,F_1F006,1994,6,13,MTS,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F143,F_3F143,1994,6,14,BKD,All,"Run numbering error! 
Invalid Dataset",2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F143,F_3F143,1994,6,14,BKT,All,Run numbering error!,2,10,1,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F143,F_3F143,1994,6,14,FAD,All,"Run numbering error! 
Invalid Dataset",2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F143,F_3F143,1994,6,14,RYD,All,"Run numbering error! 
Invalid Dataset",2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F143,F_3F143,1994,6,14,TOS,All,"Run numbering error! 
Invalid Dataset",2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F144,F_3F144,1994,6,14,BKD,All,"Run numbering error! 
Invalid Dataset",2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F144,F_3F144,1994,6,14,BKT,All,Run numbering error!,2,7,1,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F144,F_3F144,1994,6,14,FAD,All,"Run numbering error! 
Invalid Dataset",2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-14_F_3F144,F_3F144,1994,6,14,MTS,All,"Run numbering error! 
Invalid Dataset",2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-15_F_3F024,F_3F024,1994,6,15,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-15_F_3F024,F_3F024,1994,6,15,BKT,All,Invalid Dataset,1,59,NA,NA,NA,NA,NA,NA,NA,NA,0,59,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-15_F_3F024,F_3F024,1994,6,15,CRC,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-15_F_3F024,F_3F024,1994,6,15,FAD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-15_F_3F024,F_3F024,1994,6,15,RYD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-15_F_3F026,F_3F026,1994,6,15,BKT,All,NA,3,26,6,1,NA,NA,NA,NA,NA,NA,1,33,33,0.804878049,0.318820284,0.564641731,0.004981567,0.070580216,1.960000038,31.89330221,34.10669779,0.666540825,0.943215273,0.142718189,FALSE,NA,11/7/2012
1994-06-15_F_3F026,F_3F026,1994,6,15,CRC,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-15_F_3F026,F_3F026,1994,6,15,RYD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-16_F_3F025,F_3F025,1994,6,16,BKD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-16_F_3F025,F_3F025,1994,6,16,BKT,All,NA,3,94,40,9,NA,NA,NA,NA,NA,NA,6,143,148,0.662037037,11.59411669,3.405013465,0.002031143,0.045068209,1.960000038,141.3261736,154.6738264,0.573703348,0.750370726,2.026322164,FALSE,NA,11/7/2012
1994-06-16_F_3F025,F_3F025,1994,6,16,FAD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-16_F_3F025,F_3F025,1994,6,16,RYD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-21_F_3F104,F_3F104,1994,6,21,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-21_F_3F104,F_3F104,1994,6,21,BKT,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-21_F_3F105,F_3F105,1994,6,21,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-21_F_3F105,F_3F105,1994,6,21,BKT,All,Invalid Dataset,1,10,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-21_F_3F106,F_3F106,1994,6,21,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-21_F_3F106,F_3F106,1994,6,21,BKT,All,Invalid Dataset,1,18,NA,NA,NA,NA,NA,NA,NA,NA,0,18,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-22_F_3F107,F_3F107,1994,6,22,BKD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-22_F_3F107,F_3F107,1994,6,22,BKT,All,NA,3,50,19,12,NA,NA,NA,NA,NA,NA,8,81,88,0.55862069,23.99175639,4.898138054,0.004962572,0.070445522,1.960000038,78.39964941,97.60035059,0.420547466,0.696693914,0.96687821,FALSE,NA,11/7/2012
1994-06-22_F_3F108,F_3F108,1994,6,22,BKT,All,Invalid Dataset,1,35,NA,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-22_F_3F109,F_3F109,1994,6,22,BKT,All,Invalid Dataset,1,39,NA,NA,NA,NA,NA,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-23_F_3F123,F_3F123,1994,6,23,NotShockd,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-23_F_3F124,F_3F124,1994,6,23,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-23_F_3F124,F_3F124,1994,6,23,BKT,All,Invalid Dataset,1,35,NA,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-23_F_3F124,F_3F124,1994,6,23,FAD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-23_F_3F125,F_3F125,1994,6,23,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-23_F_3F125,F_3F125,1994,6,23,BKT,All,Invalid Dataset,1,100,NA,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-23_F_3F125,F_3F125,1994,6,23,FAD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-28_F_3F099,F_3F099,1994,6,28,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-28_F_3F099,F_3F099,1994,6,28,BKT,All,Invalid Dataset,1,4,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-28_F_3F102,F_3F102,1994,6,28,BKD,All,Invalid Dataset,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-28_F_3F102,F_3F102,1994,6,28,BKT,All,Invalid Dataset,1,39,NA,NA,NA,NA,NA,NA,NA,NA,0,39,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-28_F_3F103,F_3F103,1994,6,28,BKD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-28_F_3F103,F_3F103,1994,6,28,BKT,All,NA,3,66,16,6,NA,NA,NA,NA,NA,NA,2,88,89,0.739495798,2.449556337,1.565105855,0.002492008,0.049920013,1.960000038,85.93239252,92.06760748,0.641652573,0.837339023,0.607364617,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,BHC,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,BKD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,BKT,All,NA,3,2,0,1,NA,NA,NA,NA,NA,NA,1,3,3,0.6,0.502415459,0.708812711,0.125603865,0.354406355,1.960000038,1.610727087,4.389272913,-0.094636457,1.294636457,2.51557265,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,BLM,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,CES,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,FAD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,LGD,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,MTS,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
1994-06-29_F_3F021,F_3F021,1994,6,29,NHS,All,Invalid Dataset,3,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1.960000038,NA,NA,NA,NA,NA,FALSE,NA,11/7/2012
